GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000180638.19,28.10847862,1.733808699,0.577443411,3.002560366,0.002677189,0.013936014
ENSG00000180776.16,1398.634886,1.008625651,0.128425599,7.853774164,4.04E-15,3.53E-13
ENSG00000180815.14,22.40157192,1.894157675,0.642418088,2.948481234,0.003193395,0.016050377
ENSG00000181104.7,300.0868964,1.717434545,0.208655769,8.230946871,1.86E-16,2.02E-14
ENSG00000181444.13,222.2004589,1.306257228,0.217537016,6.004758433,1.92E-09,6.06E-08
ENSG00000181982.19,25.89768442,1.729889533,0.604579411,2.861310691,0.004218934,0.020109433
ENSG00000182022.18,815.8006332,1.070304503,0.147989046,7.232322484,4.75E-13,3.06E-11
ENSG00000182272.12,568.5372345,2.916930324,0.175272846,16.64222604,3.45E-62,9.15E-59
ENSG00000182379.10,39.32861934,1.859219884,0.507568426,3.662993573,0.000249285,0.00197627
ENSG00000182600.9,469.3452945,1.443016609,0.171193286,8.429165906,3.48E-17,4.25E-15
ENSG00000182704.8,218.432593,1.393213653,0.220486079,6.318828207,2.64E-10,1.02E-08
ENSG00000182809.11,238.2777548,1.354931496,0.227479229,5.956286641,2.58E-09,7.93E-08
ENSG00000183186.8,117.8212599,1.785694037,0.302860643,5.896091416,3.72E-09,1.10E-07
ENSG00000183674.12,35.0555425,1.428665906,0.523050925,2.731408814,0.006306419,0.027766226
ENSG00000183684.8,2264.549962,1.260781323,0.135990649,9.271088358,1.84E-20,3.55E-18
ENSG00000183688.4,815.8154811,1.158338056,0.141934519,8.161073613,3.32E-16,3.50E-14
ENSG00000183779.7,403.3556719,1.05653248,0.183901986,5.745084666,9.19E-09,2.49E-07
ENSG00000184185.10,150.4926828,1.478951525,0.268647618,5.505172665,3.69E-08,8.89E-07
ENSG00000184402.15,567.9756091,1.04462711,0.15618,6.688610022,2.25E-11,1.09E-09
ENSG00000184428.13,516.6217222,1.648171637,0.163147089,10.10236621,5.39E-24,1.59E-21
ENSG00000184986.11,58.20951308,1.248464805,0.396283526,3.150433273,0.001630285,0.009331273
ENSG00000185615.16,107.1470246,1.281088911,0.318074429,4.0276388,5.63E-05,0.000570226
ENSG00000185818.8,424.5004636,2.025135537,0.177491895,11.40973529,3.74E-30,2.16E-27
ENSG00000185860.13,506.8639048,1.355102652,0.167203675,8.104502801,5.30E-16,5.41E-14
ENSG00000185885.17,191.1887965,1.392812484,0.251411216,5.539977526,3.03E-08,7.41E-07
ENSG00000185924.7,58.46373144,1.408865652,0.391124865,3.602086646,0.000315673,0.002389865
ENSG00000186603.6,256.4288305,1.428099889,0.213298052,6.695325512,2.15E-11,1.05E-09
ENSG00000187583.11,29.33995099,1.743414611,0.555082891,3.140818497,0.001684764,0.009591208
ENSG00000187961.14,332.9224212,1.205110009,0.18659668,6.458367898,1.06E-10,4.45E-09
ENSG00000188070.9,204.4193992,1.069129027,0.237275839,4.505848688,6.61E-06,8.82E-05
ENSG00000188157.15,2400.419026,1.691223041,0.125043156,13.52511481,1.11E-41,1.64E-38
ENSG00000188766.12,50.58085257,1.280690296,0.44921166,2.850972957,0.004358568,0.020670507
ENSG00000188807.13,921.6104787,1.277371439,0.141664942,9.016849361,1.94E-19,3.24E-17
ENSG00000189221.10,139.39719,1.10513462,0.265228029,4.166733907,3.09E-05,0.000338823
ENSG00000196136.18,50.47911602,1.528235421,0.440247973,3.471305978,0.000517933,0.003631277
ENSG00000197183.14,47.26683298,1.898507779,0.456782782,4.156259508,3.24E-05,0.000350674
ENSG00000197380.11,22.61931399,1.912284638,0.636285522,3.00538763,0.002652426,0.013839514
ENSG00000198598.7,30.10268874,1.723160105,0.545463898,3.159072693,0.00158272,0.009129861
ENSG00000198753.12,93.72312034,2.480048284,0.34051017,7.283331015,3.26E-13,2.13E-11
ENSG00000198841.4,115.6864785,1.075095623,0.286209557,3.756323283,0.000172428,0.001448012
ENSG00000198892.7,99.28747071,1.056441779,0.302559365,3.491684277,0.000479985,0.003395697
ENSG00000198959.12,6547.370979,1.001946148,0.138791972,7.219049721,5.24E-13,3.34E-11
ENSG00000203883.7,159.9789525,1.148494482,0.248151469,4.628199403,3.69E-06,5.34E-05
ENSG00000204060.7,23.61641905,1.807364839,0.625711109,2.888497284,0.003870874,0.01875961
ENSG00000204681.11,78.69545192,1.254238837,0.353428108,3.548780673,0.000387019,0.002837785
ENSG00000205937.12,2025.317652,1.044527484,0.119775008,8.7207465,2.76E-18,3.95E-16
ENSG00000206567.10,120.9070328,1.044244539,0.295989896,3.527973594,0.000418754,0.003030318
ENSG00000213445.10,760.9292939,1.252789975,0.143986223,8.700762804,3.30E-18,4.61E-16
ENSG00000213853.10,314.4265166,2.319399265,0.203991523,11.37007673,5.89E-30,3.26E-27
ENSG00000215788.11,258.7599716,1.000874809,0.208941425,4.790217197,1.67E-06,2.64E-05
ENSG00000221890.6,142.3043864,1.496442205,0.263718581,5.674390478,1.39E-08,3.68E-07
ENSG00000223749.11,98.01927394,1.113106187,0.308126001,3.61250327,0.000303255,0.002311669
ENSG00000223802.8,89.31029944,1.444919791,0.323058188,4.472630148,7.73E-06,0.000101281
ENSG00000225968.7,108.8237816,1.361039614,0.312770384,4.351561663,1.35E-05,0.000164221
ENSG00000226239.2,50.25665932,1.233643977,0.416909589,2.959020394,0.003086187,0.015600104
ENSG00000228526.7,18.405294,1.849076517,0.69829017,2.648005939,0.00809681,0.033881306
ENSG00000236081.1,185.6222531,1.075718034,0.23261731,4.624410948,3.76E-06,5.42E-05
ENSG00000236609.4,69.69321869,1.238563436,0.358636968,3.453529744,0.000553301,0.003837649
ENSG00000236833.1,55.00310267,1.254431825,0.40083764,3.129526019,0.001750886,0.009889413
ENSG00000240771.8,43.28246567,1.554027151,0.468207422,3.319099776,0.000903082,0.005770943
ENSG00000242114.6,41.78312737,1.147599017,0.458997249,2.500230707,0.012411245,0.04738612
ENSG00000242173.10,104.1821775,1.664068622,0.317258623,5.245148606,1.56E-07,3.28E-06
ENSG00000243927.6,1600.810245,1.165618846,0.131750217,8.847187289,8.98E-19,1.35E-16
ENSG00000246334.2,43.53428537,1.940520823,0.464824263,4.174740816,2.98E-05,0.000329025
ENSG00000247095.3,36.51269737,1.834378296,0.538808917,3.404506197,0.000662838,0.004467932
ENSG00000247315.4,694.402493,1.123723902,0.149500829,7.516506181,5.63E-14,4.24E-12
ENSG00000249464.6,48.49441785,1.449840689,0.430811022,3.36537511,0.000764397,0.005035363
ENSG00000250263.2,37.54603055,1.318654441,0.488180827,2.701159831,0.006909812,0.029858574
ENSG00000250510.8,102.4587283,2.089452373,0.317664111,6.577552523,4.78E-11,2.16E-09
ENSG00000250644.3,32.64975222,1.506695395,0.572879677,2.63003813,0.008537529,0.035361775
ENSG00000254726.3,516.3876835,1.002294103,0.172400298,5.813760846,6.11E-09,1.73E-07
ENSG00000255198.4,43.78263109,1.205174948,0.444345915,2.712244913,0.00668292,0.029010294
ENSG00000257103.9,2450.999467,1.383823395,0.115857074,11.94422873,6.96E-33,5.13E-30
ENSG00000257497.2,30.32349117,1.80505142,0.550702298,3.277726326,0.001046468,0.006493481
ENSG00000259956.2,1222.216562,1.117290294,0.134126637,8.33011488,8.08E-17,9.33E-15
ENSG00000260400.1,37.80041433,1.575523273,0.487028476,3.234971565,0.001216548,0.007395914
ENSG00000260807.7,29.08432654,2.357529533,0.589856024,3.99678809,6.42E-05,0.000637231
ENSG00000260910.2,36.07026538,1.811478762,0.504857605,3.588098392,0.000333099,0.002496811
ENSG00000261474.1,23.11865228,1.952147323,0.658788474,2.963238428,0.003044207,0.015429016
ENSG00000266074.10,239.8729572,1.809770176,0.222515005,8.133250057,4.18E-16,4.34E-14
ENSG00000270885.2,670.4672593,2.042576923,0.155850779,13.1059783,3.04E-39,3.11E-36
ENSG00000273604.2,439.5533168,1.497536735,0.178329098,8.397601711,4.56E-17,5.40E-15
ENSG00000279118.1,87.08015049,1.565284887,0.328561506,4.764054397,1.90E-06,2.96E-05
ENSG00000279821.1,58.51666755,1.288467699,0.412504537,3.123523707,0.001786995,0.010033616
ENSG00000281468.1,31.10169617,1.411578107,0.528695239,2.669927784,0.007586756,0.032086626
ENSG00000283462.2,1163.367806,1.367844665,0.135149141,10.12100156,4.46E-24,1.35E-21
ENSG00000286010.1,34.58540178,1.454273109,0.502579804,2.893616294,0.003808332,0.018483496
